# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "10" "-a" "/scratch_tmp/grp/msc_appbio/group10/ref_genome/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group10/outputs/featureCounts/all_samples_gene_counts.txt" "-t" "exon" "-g" "gene_id" "-p" "-B" "--countReadPairs" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam
YFL029C	NC_001138.5	78055	79161	-	1107	2077	2373	1863	1995
YFL028C	NC_001138.5	79344	80213	-	870	2139	2230	1787	2890
YFL027C	NC_001138.5	80419	81912	-	1494	1219	1216	1317	1208
YFL026W	NC_001138.5	82580	83875	+	1296	1510	1872	1598	2307
YFL025C	NC_001138.5	84145	87234	-	3090	1804	2063	1709	2344
YFL024C	NC_001138.5	87847	90345	-	2499	2742	3640	2736	3044
YFL023W	NC_001138.5	90986	93376	+	2391	2832	2806	2667	2133
YFL022C	NC_001138.5	93499	95010	-	1512	4497	4912	4115	4502
YFL021W	NC_001138.5	95966	97498	+	1533	2341	3265	2375	2228
YFL020C	NC_001138.5	99231	99599	-	369	225	217	177	166
YFL019C	NC_001138.5	100252	100605	-	354	352	275	199	231
YNCF0002W	NC_001138.5;NC_001138.5	101376;101443	101411;101478	+;+	72	3	3	1	6
YFL018C	NC_001138.5	101628	103127	-	1500	10865	10937	14741	15044
YFL017W-A	NC_001138.5	103699	103932	+	234	1542	1452	1426	1463
YFL017C	NC_001138.5	103983	104462	-	480	1308	1230	1078	1480
YFL016C	NC_001138.5	104701	106236	-	1536	11476	13651	8998	8326
YFL015C	NC_001138.5	106469	106963	-	495	24	26	16	27
YFL014W	NC_001138.5	107256	107585	+	330	365347	366341	309871	294086
YFL013C	NC_001138.5	107852	109930	-	2079	3850	4053	4063	3867
YFL012W	NC_001138.5	110647	111093	+	447	130	128	152	175
YFL011W	NC_001138.5	112345	113985	+	1641	7667	6039	2716	1808
YFL010W-A	NC_001138.5	114990	115274	+	285	282	347	364	496
YFL010C	NC_001138.5	115108	115743	-	636	1379	1610	1339	1520
YFL009W	NC_001138.5	116145	118484	+	2340	2503	2512	2372	2083
YFL008W	NC_001138.5	119429	123106	+	3678	2594	2640	3094	2930
YFL007W	NC_001138.5	123479	129910	+	6432	13381	13486	15964	11646
YFL005W	NC_001138.5	130334	130981	+	648	10773	8648	9793	9113
YNCF0003C	NC_001138.5	131061	131503	-	443	641	624	550	800
YFL004W	NC_001138.5	131810	134296	+	2487	4691	5064	5186	5983
YFL003C	NC_001138.5	134521	137157	-	2637	849	867	690	679
YNCF0004C	NC_001138.5	137486	137559	-	74	9	13	5	9
YFL002W-A	NC_001138.5	138204	143517	+	5314	9	6	2	2
YFL002W-B	NC_001138.5	138204	139520	+	1317	0	0	0	0
YFL002C	NC_001138.5	145114	146934	-	1821	3186	3308	2618	3132
YFL001W	NC_001138.5	147131	148459	+	1329	1197	1324	988	1431
YFR001W	NC_001138.5	149110	149724	+	615	7310	5358	6145	8049
YFR002W	NC_001138.5	150016	152535	+	2520	2858	3255	2909	3022
YFR003C	NC_001138.5	152657	153124	-	468	3326	3449	2721	2811
YFR004W	NC_001138.5	153393	154313	+	921	14562	14170	13483	15467
YFR005C	NC_001138.5	154527	155873	-	1347	1079	1153	1121	1334
YFR006W	NC_001138.5	156145	157752	+	1608	7797	7319	7196	7390
YNCF0005C	NC_001138.5;NC_001138.5	157916;157971	157951;158007	-;-	73	3	1	3	2
YFR007W	NC_001138.5	159299	160360	+	1062	749	931	711	1004
YFR008W	NC_001138.5	160535	161200	+	666	1587	1532	1240	1157
YNCF0006W	NC_001138.5	162228	162298	+	71	0	1	0	0
YFR009W	NC_001138.5	162488	164746	+	2259	2807	2970	3076	4013
YFR010W	NC_001138.5	165067	166566	+	1500	7513	7607	7570	7455
YFR011C	NC_001138.5	166746	167258	-	513	3328	3552	3269	7496
YNCF0007W	NC_001138.5;NC_001138.5	167437;167490	167475;167525	+;+	75	2	1	0	3
YFR012W	NC_001138.5	167888	168496	+	609	329	314	242	304
YFR012W-A	NC_001138.5	169224	169310	+	87	93	83	76	89
YFR013W	NC_001138.5	169922	172285	+	2364	2084	2185	2025	2309
YFR014C	NC_001138.5	172537	173877	-	1341	6711	6365	6212	7297
YFR015C	NC_001138.5	174265	176391	-	2127	4147	4228	6230	4383
YFR016C	NC_001138.5	177042	180743	-	3702	4506	4785	4738	3907
YNCF0008C	NC_001138.5	180974	181044	-	71	0	2	1	2
YFR017C	NC_001138.5	182274	182861	-	588	6810	6958	5869	3889
YFR018C	NC_001138.5	183131	184222	-	1092	2610	3144	2581	2682
YFR019W	NC_001138.5	184502	191338	+	6837	2520	2742	2538	2580
YNCF0009C	NC_001138.5;NC_001138.5	191513;191577	191557;191613	-;-	82	16	18	34	28
YFR020W	NC_001138.5	192737	193435	+	699	2409	3169	2064	2326
YFR021W	NC_001138.5	194812	196314	+	1503	2119	2364	2122	1537
YFR022W	NC_001138.5	196833	199034	+	2202	1716	2067	1389	1196
YNCF0010C	NC_001138.5	199299	199813	-	515	4	3	3	2
YFR023W	NC_001138.5	199874	201709	+	1836	802	749	775	848
YFR024C-A	NC_001138.5;NC_001138.5	201960;203387	203292;203433	-;-	1380	9689	10130	8969	7518
YFR025C	NC_001138.5	203743	204750	-	1008	1530	1561	1379	1944
YNCF0011C	NC_001138.5	204924	204996	-	73	0	2	1	1
YFR026C	NC_001138.5	205748	206257	-	510	461	544	363	386
YFR027W	NC_001138.5	207452	208297	+	846	1643	1602	1621	1741
YFR028C	NC_001138.5	208413	210068	-	1656	1511	1734	1376	1338
YNCF0012C	NC_001138.5;NC_001138.5	210619;210669	210654;210707	-;-	75	1	0	2	1
YFR029W	NC_001138.5	210937	212973	+	2037	1938	1874	1750	1591
YFR030W	NC_001138.5	213312	216419	+	3108	2211	2555	2036	1849
YFR031C	NC_001138.5	216594	220106	-	3513	1632	1827	1353	2205
YFR031C-A	NC_001138.5;NC_001138.5	220507;221415	221267;221418	-;-	765	12891	14500	12377	18361
YNCF0013W	NC_001138.5	221714	221967	+	254	15	33	21	18
YFR032C	NC_001138.5	222090	222959	-	870	17	25	12	22
YFR032C-A	NC_001138.5	223258	223437	-	180	10547	10706	11453	31930
YFR032C-B	NC_001138.5	223710	223973	-	264	474	548	328	483
YFR033C	NC_001138.5	224326	224769	-	444	8021	10151	11225	17682
YFR034C	NC_001138.5	225020	225958	-	939	1254	1293	1444	989
YFR035C	NC_001138.5	226121	226465	-	345	15	17	22	15
YFR035W-A	NC_001138.5	226260	226550	+	291	356	332	356	418
YNCF0014C	NC_001138.5	226688	226760	-	73	3	6	2	0
YFR036W	NC_001138.5	226963	227337	+	375	863	909	787	749
YFR037C	NC_001138.5	227513	229186	-	1674	7616	7983	8626	7246
YFR038W	NC_001138.5	229380	231941	+	2562	2064	2125	2106	2210
YFR039C	NC_001138.5	232012	233544	-	1533	2922	2976	2480	2965
YFR040W	NC_001138.5	234242	237250	+	3009	5693	5985	5761	5039
YFR041C	NC_001138.5	237368	238255	-	888	2806	2853	2196	2731
YFR042W	NC_001138.5	238458	239060	+	603	2654	2330	1651	2358
YFR043C	NC_001138.5	239114	239827	-	714	1677	1595	1623	1694
YFR044C	NC_001138.5	239992	241437	-	1446	6182	6509	6572	6939
YFR045W	NC_001138.5;NC_001138.5	241998;242082	242009;242999	+;+	930	3030	3418	2080	2226
YFR046C	NC_001138.5	243074	244159	-	1086	1004	1043	790	881
YFR047C	NC_001138.5	244279	245166	-	888	4550	4919	4873	5534
YFR048W	NC_001138.5	246146	248134	+	1989	1826	1880	1656	1670
YFR049W	NC_001138.5	248523	248894	+	372	5061	5098	5298	6555
YFR050C	NC_001138.5	249066	249866	-	801	11991	12553	11798	11963
YFR051C	NC_001138.5	250163	251803	-	1641	4057	4408	4343	3711
YFR052W	NC_001138.5	252505	253329	+	825	6032	6152	6359	7069
YFR053C	NC_001138.5	253592	255049	-	1458	38452	45340	26076	17719
YFR054C	NC_001138.5	258855	259433	-	579	108	113	87	100
YFR055W	NC_001138.5	264204	265226	+	1023	305	476	387	745
YFR057W	NC_001138.5	269061	269516	+	456	7	6	6	16
YGL263W	NC_001139.9	2790	3932	+	1143	151	201	351	650
YGL262W	NC_001139.9	5312	5839	+	528	419	463	830	913
YGL261C	NC_001139.9	6290	6652	-	363	4	7	7	12
YGL260W	NC_001139.9	6860	7090	+	231	4	6	1	3
YGL259W	NC_001139.9	8470	8967	+	498	49	53	72	83
YGL258W-A	NC_001139.9	9162	9395	+	234	38	46	50	60
YGL258W	NC_001139.9	11110	11730	+	621	265	314	235	315
YGL257C	NC_001139.9	12481	14157	-	1677	5275	4684	5119	5240
YGL256W	NC_001139.9	15159	16307	+	1149	1839	2066	1660	1807
YNCG0047C	NC_001139.9	17213	17709	-	497	176	131	265	316
YGL255W	NC_001139.9	20978	22108	+	1131	2231	2951	3784	3957
YGL254W	NC_001139.9	22304	23203	+	900	1576	1783	1648	1405
YGL253W	NC_001139.9	23935	25395	+	1461	3682	5302	4524	5789
YGL252C	NC_001139.9	25718	27484	-	1767	4426	4352	4159	3786
YGL251C	NC_001139.9;NC_001139.9	27921;31579	31426;31636	-;-	3564	1680	1707	1478	1266
YGL250W	NC_001139.9	31910	32635	+	726	2960	2741	2565	2183
YGL249W	NC_001139.9	33098	35212	+	2115	160	152	70	89
YNCG0001C	NC_001139.9	33109	35013	-	1905	0	0	0	0
YGL248W	NC_001139.9	35653	36762	+	1110	2719	3106	2497	2251
YGL247W	NC_001139.9	36933	37526	+	594	1563	1369	1138	1534
YGL246C	NC_001139.9	37617	38780	-	1164	1501	1702	1299	2201
YGL245W	NC_001139.9	39023	41149	+	2127	7553	8079	8375	10118
YGL244W	NC_001139.9	41498	43174	+	1677	4485	4655	4381	3805
YGL243W	NC_001139.9	43307	44509	+	1203	1726	1704	1361	1479
YGL242C	NC_001139.9	44652	45197	-	546	2131	2047	1335	1663
YGL241W	NC_001139.9	45445	48459	+	3015	1591	1521	1406	1985
YGL240W	NC_001139.9	48613	49365	+	753	665	718	741	519
YGL238W	NC_001139.9	49552	52434	+	2883	4563	4576	4205	4190
YGL237C	NC_001139.9	52731	53528	-	798	2116	2236	1962	1553
YGL236C	NC_001139.9	53787	55796	-	2010	1758	1934	1507	1612
YGL235W	NC_001139.9	55279	55815	+	537	0	4	0	3
YGL234W	NC_001139.9	56482	58890	+	2409	6604	7728	7725	7562
YGL233W	NC_001139.9	59122	61854	+	2733	2387	2547	2162	2607
YGL232W	NC_001139.9;NC_001139.9	62075;62190	62131;63002	+;+	870	2988	2899	1920	2530
YGL231C	NC_001139.9	63048	63620	-	573	4514	4217	3743	4444
YGL230C	NC_001139.9	63772	64215	-	444	528	481	699	1155
YGL229C	NC_001139.9	64503	66959	-	2457	375	429	350	424
YGL228W	NC_001139.9	67598	69331	+	1734	10256	8491	8936	7066
YGL227W	NC_001139.9	69671	72547	+	2877	4159	4070	4514	3442
YGL226C-A	NC_001139.9;NC_001139.9	72749;73138	72988;73158	-;-	261	2295	2190	2030	2788
YGL226W	NC_001139.9	73340	73711	+	372	1139	1101	899	1021
YNCG0002C	NC_001139.9	73829	73902	-	74	105	85	28	39
YGL225W	NC_001139.9	76894	77907	+	1014	2857	3248	2755	4447
YGL224C	NC_001139.9	78015	78857	-	843	1197	1348	1006	1147
YGL223C	NC_001139.9	79112	80365	-	1254	2031	2233	1840	2336
YGL222C	NC_001139.9	80659	81186	-	528	447	455	505	544
YGL221C	NC_001139.9	81426	82292	-	867	3964	4226	4136	4417
YGL220W	NC_001139.9	82374	82736	+	363	4231	4108	4061	6275
YGL219C	NC_001139.9	82878	84257	-	1380	4757	5083	4553	4282
YGL216W	NC_001139.9	84885	87302	+	2418	1949	2019	1576	1143
YGL215W	NC_001139.9	87981	89339	+	1359	4479	4849	4922	4543
YGL213C	NC_001139.9	90054	91247	-	1194	2753	2772	2699	2716
YGL212W	NC_001139.9	91432	92382	+	951	908	952	805	620
YGL211W	NC_001139.9	92512	93591	+	1080	2784	2986	2457	2676
YGL210W	NC_001139.9	93792	94460	+	669	2585	2542	2508	2151
YGL209W	NC_001139.9	95858	97006	+	1149	1516	1961	1315	1260
YGL208W	NC_001139.9	97338	98585	+	1248	4449	4372	5023	4462
YGL207W	NC_001139.9	98969	102076	+	3108	7968	8265	9109	8642
YGL206C	NC_001139.9	102543	107504	-	4962	3846	4425	4453	4603
YGL205W	NC_001139.9	108158	110404	+	2247	28836	27880	26391	22895
YNCG0003C	NC_001139.9	110625	110696	-	72	106	110	100	152
YGL204C	NC_001139.9	111700	112005	-	306	755	679	600	1107
YGL203C	NC_001139.9	112475	114664	-	2190	2328	2456	2169	2205
YNCG0004W	NC_001139.9;NC_001139.9	115488;115548	115524;115583	+;+	73	2	0	1	7
YGL202W	NC_001139.9	116059	117561	+	1503	2335	2804	2593	3302
YGL201C	NC_001139.9	117854	120907	-	3054	3009	3364	3095	2993
YNCG0005W	NC_001139.9	122269	122341	+	73	2	8	10	7
YGL200C	NC_001139.9	122694	123305	-	612	6258	6388	5865	10268
YGL198W	NC_001139.9	123591	124298	+	708	2823	2558	2642	2822
YGL197W	NC_001139.9	124698	129161	+	4464	5269	5657	7561	5392
YGL196W	NC_001139.9	129883	131169	+	1287	3791	4010	3599	4284
YGL195W	NC_001139.9	131525	139543	+	8019	4298	5001	4616	5007
YGL194C-A	NC_001139.9	139719	139961	-	243	861	904	677	1313
YGL194C	NC_001139.9	140368	141726	-	1359	679	785	758	932
YNCG0006C	NC_001139.9	141898	144120	-	2223	194	197	121	195
YGL193C	NC_001139.9	141916	142227	-	312	0	0	0	0
YGL192W	NC_001139.9	142246	144048	+	1803	0	0	0	0
YGL191W	NC_001139.9	144808	145197	+	390	15409	15497	18915	27771
YGL190C	NC_001139.9	145809	147389	-	1581	3326	3338	3756	3277
YGL189C	NC_001139.9	148229	148588	-	360	13567	15656	16433	23492
YGL188C-A	NC_001139.9	148824	148964	-	141	571	651	392	452
YGL187C	NC_001139.9	149704	150171	-	468	9416	9932	11532	19135
YGL186C	NC_001139.9	151037	152776	-	1740	3187	3015	2771	2947
YGL185C	NC_001139.9	153167	154306	-	1140	2724	2697	2288	2349
YGL184C	NC_001139.9	154615	156012	-	1398	1236	1316	1164	875
YGL183C	NC_001139.9;NC_001139.9	156543;157283	157199;157285	-;-	660	802	728	819	479
YGL181W	NC_001139.9	157906	159096	+	1191	3237	3261	2946	2022
YGL180W	NC_001139.9	160065	162758	+	2694	4481	4690	4622	2991
YGL179C	NC_001139.9	163409	165091	-	1683	628	1001	455	524
YGL178W	NC_001139.9;NC_001139.9	167352;167995	167354;170571	+;+	2580	1608	1996	1265	1144
YGL176C	NC_001139.9	171415	173079	-	1665	1917	1798	1855	1609
YGL175C	NC_001139.9	173285	174322	-	1038	227	259	213	182
YGL174W	NC_001139.9	174545	175345	+	801	1003	994	869	721
YGL173C	NC_001139.9	175527	180113	-	4587	9471	10955	11778	10391
YGL172W	NC_001139.9	180700	182118	+	1419	3024	2848	3124	2746
YGL171W	NC_001139.9	182390	184084	+	1695	1812	1790	1568	1773
YGL170C	NC_001139.9	184153	185394	-	1242	808	779	669	807
YNCG0007C	NC_001139.9	185714	185786	-	73	2	6	1	4
YGL169W	NC_001139.9	186059	187339	+	1281	2888	3018	2070	2365
YGL168W	NC_001139.9	187464	187796	+	333	678	715	651	1119
YGL167C	NC_001139.9	187616	190468	-	2853	5381	5665	5715	5305
YGL166W	NC_001139.9	191129	191806	+	678	1945	2059	1813	1574
YGL164C	NC_001139.9	191978	193300	-	1323	1800	1990	1816	2140
YGL163C	NC_001139.9	193707	196403	-	2697	3491	3866	3582	3193
YGL162W	NC_001139.9	198138	199037	+	900	461	489	275	236
YGL161C	NC_001139.9	199210	200142	-	933	4138	3369	3910	4170
YGL160W	NC_001139.9	200561	202273	+	1713	3327	3019	2976	3113
YGL159W	NC_001139.9	202721	203833	+	1113	1682	1572	1271	1435
YNCG0008W	NC_001139.9;NC_001139.9	205521;205591	205558;205634	+;+	82	53	24	28	35
YGL158W	NC_001139.9	207033	208571	+	1539	84	101	69	63
YGL157W	NC_001139.9	209006	210049	+	1044	163	231	157	218
YGL156W	NC_001139.9	210416	213667	+	3252	17391	16808	20234	14463
YGL155W	NC_001139.9	214081	215211	+	1131	1555	1746	1597	1638
YGL154C	NC_001139.9	215278	216096	-	819	1699	1797	1425	1422
YGL153W	NC_001139.9	216273	217298	+	1026	2830	2602	2877	2562
YGL151W	NC_001139.9	217524	220922	+	3399	2282	2292	2362	2946
YGL150C	NC_001139.9	221104	225573	-	4470	5468	6206	5186	4379
YGL149W	NC_001139.9	225572	225877	+	306	93	122	115	76
YGL148W	NC_001139.9	226399	227529	+	1131	4180	4942	4254	5269
YGL147C	NC_001139.9	227754	228329	-	576	4495	6153	6509	16778
YGL146C	NC_001139.9	228751	229686	-	936	1924	1800	1969	1819
YGL145W	NC_001139.9	230243	232348	+	2106	2420	2331	2295	2252
YGL144C	NC_001139.9	232450	234507	-	2058	2277	2536	1739	1673
YGL143C	NC_001139.9	234717	235958	-	1242	1614	1986	1352	1960
YGL142C	NC_001139.9	236269	238119	-	1851	2457	2372	2210	2131
YGL141W	NC_001139.9	238353	241085	+	2733	3057	3345	2994	2631
YGL140C	NC_001139.9	241353	245012	-	3660	2872	3284	2597	2337
YGL139W	NC_001139.9	245716	248124	+	2409	5075	4869	4152	3360
YGL138C	NC_001139.9	248494	249531	-	1038	148	138	64	89
YGL137W	NC_001139.9;NC_001139.9	249869;250087	249886;252738	+;+	2670	6241	6861	6493	5916
YGL136C	NC_001139.9	252897	253859	-	963	2403	2644	2044	1984
YGL135W	NC_001139.9	254641	255294	+	654	11034	12193	12948	22224
YGL134W	NC_001139.9	255663	256964	+	1302	2515	2513	2470	2173
YGL133W	NC_001139.9	257707	261501	+	3795	3797	3903	3578	3200
YGL131C	NC_001139.9	261648	265859	-	4212	1826	2020	1975	1473
YGL130W	NC_001139.9	266145	267524	+	1380	2787	2896	2481	2600
YGL129C	NC_001139.9	267723	269075	-	1353	2678	2841	2682	3341
YGL128C	NC_001139.9	269293	270144	-	852	1158	1183	1108	1050
YGL127C	NC_001139.9	270392	270775	-	384	1447	1758	1173	1305
YGL126W	NC_001139.9	270997	272139	+	1143	2523	4231	1760	2614
YGL125W	NC_001139.9	272520	274322	+	1803	1908	2072	1719	1972
YGL124C	NC_001139.9	274780	276714	-	1935	2112	1906	1692	1802
YGL123W	NC_001139.9	277617	278381	+	765	22581	25969	27206	42017
YGL122C	NC_001139.9	278946	280523	-	1578	5296	5616	4952	3778
YGL121C	NC_001139.9	280777	281157	-	381	20698	17700	16040	14272
YGL120C	NC_001139.9	281634	283937	-	2304	1703	2100	1992	2429
YGL119W	NC_001139.9	284442	285947	+	1506	1560	1635	1296	1480
YNCG0009C	NC_001139.9;NC_001139.9	287350;287420	287385;287455	-;-	72	8	6	7	5
YGL118C	NC_001139.9	288014	288451	-	438	17	18	8	19
YGL117W	NC_001139.9	288512	289309	+	798	3432	3872	2751	3374
YGL116W	NC_001139.9	289809	291641	+	1833	1193	1195	1142	992
YGL115W	NC_001139.9	292033	293001	+	969	3263	3435	3051	3887
YGL114W	NC_001139.9	293460	295637	+	2178	4815	4470	4471	3480
YGL113W	NC_001139.9	295932	297938	+	2007	1575	1769	1404	1097
YGL112C	NC_001139.9	298178	299728	-	1551	3580	3816	3136	2918
YGL111W	NC_001139.9	299978	301369	+	1392	2494	2890	2231	2231
YGL110C	NC_001139.9	301537	303411	-	1875	2571	2646	2318	2409
YGL108C	NC_001139.9	303649	304071	-	423	1799	1878	1527	1973
YGL107C	NC_001139.9	304333	306273	-	1941	1936	2130	1902	1996
YGL106W	NC_001139.9	306560	307009	+	450	3768	4008	3890	5289
YGL105W	NC_001139.9	307437	308567	+	1131	8212	8657	10493	9999
YGL104C	NC_001139.9	308713	310173	-	1461	1960	1538	1661	1251
YGL103W	NC_001139.9;NC_001139.9	310967;311527	311015;311927	+;+	450	33735	34341	32852	65921
YGL101W	NC_001139.9	312193	312840	+	648	1258	1284	1392	2597
YGL100W	NC_001139.9	313234	314283	+	1050	3571	3720	3391	3512
YGL099W	NC_001139.9	314631	316553	+	1923	2131	2461	2223	2196
YNCG0010W	NC_001139.9	316788	317055	+	268	622	636	576	718
YGL098W	NC_001139.9	317342	318079	+	738	1508	1504	1331	1292
YNCG0011W	NC_001139.9	319781	319852	+	72	5	3	4	2
YGL097W	NC_001139.9	321782	323230	+	1449	1493	1614	1280	2073
YGL096W	NC_001139.9	325331	326161	+	831	3137	4271	3336	3993
YNCG0012W	NC_001139.9	328583	328654	+	72	48	62	45	93
YGL095C	NC_001139.9	328874	330607	-	1734	2673	2846	2867	3116
YGL094C	NC_001139.9	331118	334465	-	3348	2623	2995	3184	3115
YGL093W	NC_001139.9	334886	337639	+	2754	3095	3290	3256	2802
YGL092W	NC_001139.9	337906	341859	+	3954	3048	3453	3194	3943
YGL091C	NC_001139.9	342056	343042	-	987	3818	3762	3400	3282
YGL090W	NC_001139.9	343319	344584	+	1266	1727	1695	1511	1402
YGL089C	NC_001139.9	344791	345153	-	363	494	525	506	543
YGL088W	NC_001139.9	345836	346201	+	366	2	6	5	6
YNCG0013W	NC_001139.9	345986	346230	+	245	102	120	81	129
YGL087C	NC_001139.9;NC_001139.9	346406;346894	346808;346904	-;-	414	4612	4492	3684	3290
YGL086W	NC_001139.9	347119	349368	+	2250	2095	2078	2057	2262
YGL085W	NC_001139.9	349616	350440	+	825	2045	1994	1578	2088
YGL084C	NC_001139.9	350616	352298	-	1683	3983	3537	3682	3633
YGL083W	NC_001139.9	353058	355472	+	2415	1686	1972	1569	1560
YGL082W	NC_001139.9	355827	356972	+	1146	2597	2567	2449	2236
YGL081W	NC_001139.9	357377	358339	+	963	1028	886	1307	846
YGL080W	NC_001139.9	358636	359028	+	393	9060	8017	8343	11603
YGL079W	NC_001139.9	359444	360100	+	657	1284	1338	1297	1243
YGL078C	NC_001139.9	360288	361859	-	1572	4105	4634	3791	4442
YGL077C	NC_001139.9	362225	363916	-	1692	5177	5334	3792	4297
YGL076C	NC_001139.9;NC_001139.9;NC_001139.9	364335;365433;365986	364964;365526;365996	-;-;-	735	10355	12092	12882	21566
YNCG0014C	NC_001139.9	365163	365251	-	89	187	192	108	174
YNCG0015C	NC_001139.9	366374	366469	-	96	55	92	62	88
YGL075C	NC_001139.9	366925	368088	-	1164	892	896	900	696
YGL073W	NC_001139.9	368753	371254	+	2502	5732	6040	6139	4591
YGL071W	NC_001139.9	372012	374084	+	2073	1529	1659	1575	1338
YGL070C	NC_001139.9	374459	374827	-	369	1566	1741	1373	3039
YGL068W	NC_001139.9	375087	375671	+	585	5509	5723	4562	8055
YGL067W	NC_001139.9	376101	377255	+	1155	1250	1342	1340	1617
YGL066W	NC_001139.9	377609	379582	+	1974	3031	3114	3236	2286
YGL065C	NC_001139.9	379760	381271	-	1512	1355	1208	1335	1331
YGL064C	NC_001139.9	381523	383208	-	1686	888	1064	765	890
YGL063W	NC_001139.9	383654	384766	+	1113	1320	1799	476	583
YGL062W	NC_001139.9	385196	388732	+	3537	29109	34077	30297	31966
YGL061C	NC_001139.9	388968	389711	-	744	1114	1046	1005	1258
YGL060W	NC_001139.9	390065	391990	+	1926	1488	1481	1631	1451
YGL059W	NC_001139.9	392223	393698	+	1476	2787	2581	2916	2228
YGL058W	NC_001139.9	393986	394504	+	519	2988	3316	2711	3825
YGL057C	NC_001139.9	394966	395829	-	864	1310	1423	1033	1272
YGL056C	NC_001139.9	396035	397618	-	1584	7121	7208	8224	7399
YGL055W	NC_001139.9	398628	400160	+	1533	161199	169429	62728	49175
YGL054C	NC_001139.9	400871	401287	-	417	4631	3720	4175	6183
YNCG0016C	NC_001139.9	401527	401598	-	72	1	3	3	6
YGL053W	NC_001139.9	402589	403302	+	714	1684	1889	1391	1683
YGL051W	NC_001139.9	403687	404391	+	705	583	553	508	449
YNCG0017W	NC_001139.9	405470	405541	+	72	24	19	22	25
YGL050W	NC_001139.9	405776	406597	+	822	1360	1563	1051	1700
YGL049C	NC_001139.9	406860	409604	-	2745	2670	2989	2216	2373
YGL048C	NC_001139.9	410069	411286	-	1218	18380	18838	19114	16092
YGL047W	NC_001139.9	411552	412160	+	609	2381	2081	2042	2094
YNCG0018C	NC_001139.9	412294	412367	-	74	61	49	45	66
YGL045W	NC_001139.9	414102	415730	+	1629	3359	4590	2535	2569
YGL044C	NC_001139.9	416146	417036	-	891	2233	2210	1849	2034
YGL043W	NC_001139.9	417483	418412	+	930	2949	3076	2477	2646
YGL041C-B	NC_001139.9	418704	418886	-	183	9	15	6	8
YGL041W-A	NC_001139.9	418825	419289	+	465	3200	2787	2741	3686
YGL040C	NC_001139.9	419527	420555	-	1029	5177	5458	5402	6192
YNCG0019W	NC_001139.9;NC_001139.9	423092;423162	423129;423205	+;+	82	15	21	6	18
YGL039W	NC_001139.9	423961	425007	+	1047	1511	1692	857	893
YGL038C	NC_001139.9	425362	426804	-	1443	3112	2809	3814	3639
YGL037C	NC_001139.9	427297	427947	-	651	23095	21396	20353	14758
YGL036W	NC_001139.9	428601	431330	+	2730	3359	3163	3074	1894
YGL035C	NC_001139.9	431548	433062	-	1515	4981	5114	4657	3806
YGL034C	NC_001139.9	433214	433579	-	366	16	14	21	28
YGL033W	NC_001139.9;NC_001139.9;NC_001139.9	435625;435750;436375	435679;436312;436401	+;+;+	645	812	665	703	546
YGL032C	NC_001139.9	436570	436833	-	264	1269	1219	1242	1347
YGL031C	NC_001139.9	437467	437934	-	468	13231	13930	15568	22681
YGL030W	NC_001139.9;NC_001139.9	439091;439324	439093;439638	+;+	318	20500	23917	21168	34750
YGL029W	NC_001139.9	440063	440425	+	363	3153	2647	2554	4117
YNCG0020C	NC_001139.9;NC_001139.9	440716;440771	440751;440807	-;-	73	4	1	1	4
YGL028C	NC_001139.9	441281	442909	-	1629	3330	4218	5086	8072
YGL027C	NC_001139.9	443642	446143	-	2502	3356	3427	3258	3554
YGL026C	NC_001139.9	446412	448535	-	2124	6113	6861	6783	5907
YGL025C	NC_001139.9	448764	449957	-	1194	2052	2112	1952	1621
YGL023C	NC_001139.9	450197	452104	-	1908	5557	6100	6000	4806
YGL022W	NC_001139.9	452404	454560	+	2157	7683	7442	6838	8276
YGL021W	NC_001139.9	454785	457067	+	2283	1163	1120	732	570
YGL020C	NC_001139.9	457163	457870	-	708	3491	3338	2879	4126
YGL019W	NC_001139.9	458156	458992	+	837	4560	4936	4409	4365
YGL018C	NC_001139.9	459110	459664	-	555	1534	1524	1288	1174
YGL017W	NC_001139.9	459854	461365	+	1512	2079	2211	1814	1594
YGL016W	NC_001139.9	461666	464911	+	3246	1181	1365	1280	1779
YGL015C	NC_001139.9	465043	465435	-	393	125	122	44	67
YGL014W	NC_001139.9	466141	468807	+	2667	5120	5553	5668	4941
YGL013C	NC_001139.9	469092	472298	-	3207	4708	5251	4836	4482
